"Y_(s,t)",State,Week,"COVID_(s,t)",State_i x t,Agriculture/Forestry/Fishing and Hunting %,Mining %,Utilities %,Construction %,Manufacturing %,Wholesale Trade %,Retail Trade %,Transporation and Warehousing %,Information %,Finance and Insurance %,"Real Estate, Rental and Leasing %",Professional/Scientific/Technical Services %,Management of Companies and Enterprises %,Administration and Support/Waste Management and Remedial Services %,Educational Services %,Healthcare and Social Assistance %,"Arts, Entertainment and Recreation %",Accomodation and Food Services %,Other Services (except Public Administration) %,Public Administration %,Information Not Available %,Agriculture/Forestry/Fishing and Hunting,Mining,Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transporation and Warehousing,Information,Finance and Insurance,"Real Estate, Rental and Leasing",Professional/Scientific/Technical Services,Management of Companies and Enterprises,Administration and Support/Waste Management and Remedial Services,Educational Services,Healthcare and Social Assistance,"Arts, Entertainment and Recreation",Accomodation and Food Services,Other Services (except Public Administration),Public Administration,Information Not Available
2223,Kentucky,6,0,6,0.6,3.7,0.2,23.9,17.3,3.6,6.8,4.9,1.0,2.3,1.3,3.6,0.9,9.2,0.8,5.5,1.4,4.1,1.4,1.4,5.4,142,891,54,5689,4108,858,1615,1176,238,544,318,845,209,2184,197,1309,335,979,326,322,1284
2463,Kentucky,7,1,7,1.0,5.1,0.2,19.0,17.5,3.3,6.7,4.6,0.9,2.8,1.2,3.5,1.0,9.9,1.0,5.8,2.1,3.6,1.2,1.7,6.9,220,1155,41,4284,3941,751,1518,1032,200,624,277,783,216,2240,216,1314,469,816,281,383,1567
2785,Kentucky,8,15,8,1.0,5.1,0.2,19.0,17.5,3.3,6.7,4.6,0.9,2.8,1.2,3.5,1.0,9.9,1.0,5.8,2.1,3.6,1.2,1.7,6.9,220,1155,41,4284,3941,751,1518,1032,200,624,277,783,216,2240,216,1314,469,816,281,383,1567
49023,Kentucky,9,71,9,1.0,5.1,0.2,19.0,17.5,3.3,6.7,4.6,0.9,2.8,1.2,3.5,1.0,9.9,1.0,5.8,2.1,3.6,1.2,1.7,6.9,220,1155,41,4284,3941,751,1518,1032,200,624,277,783,216,2240,216,1314,469,816,281,383,1567
113149,Kentucky,10,293,10,1.0,5.1,0.2,19.0,17.5,3.3,6.7,4.6,0.9,2.8,1.2,3.5,1.0,9.9,1.0,5.8,2.1,3.6,1.2,1.7,6.9,220,1155,41,4284,3941,751,1518,1032,200,624,277,783,216,2240,216,1314,469,816,281,383,1567
117575,Kentucky,11,537,11,0.1,1.2,0.0,3.6,25.7,2.2,7.9,2.8,0.4,0.6,0.7,1.6,0.7,4.2,1.6,10.5,1.5,9.3,2.3,0.5,22.5,235,2274,86,6801,48840,4229,15027,5278,849,1186,1243,3109,1252,7916,3058,19963,2867,17745,4357,915,42800
116277,Kentucky,12,776,12,0.1,1.2,0.0,3.6,25.7,2.2,7.9,2.8,0.4,0.6,0.7,1.6,0.7,4.2,1.6,10.5,1.5,9.3,2.3,0.5,22.5,235,2274,86,6801,48840,4229,15027,5278,849,1186,1243,3109,1252,7916,3058,19963,2867,17745,4357,915,42800
103981,Kentucky,13,1014,13,0.1,1.2,0.0,3.6,25.7,2.2,7.9,2.8,0.4,0.6,0.7,1.6,0.7,4.2,1.6,10.5,1.5,9.3,2.3,0.5,22.5,235,2274,86,6801,48840,4229,15027,5278,849,1186,1243,3109,1252,7916,3058,19963,2867,17745,4357,915,42800
91223,Kentucky,14,1208,14,0.1,1.2,0.0,3.6,25.7,2.2,7.9,2.8,0.4,0.6,0.7,1.6,0.7,4.2,1.6,10.5,1.5,9.3,2.3,0.5,22.5,235,2274,86,6801,48840,4229,15027,5278,849,1186,1243,3109,1252,7916,3058,19963,2867,17745,4357,915,42800
82435,Kentucky,15,964,15,0.1,1.2,0.0,3.6,25.7,2.2,7.9,2.8,0.4,0.6,0.7,1.6,0.7,4.2,1.6,10.5,1.5,9.3,2.3,0.5,22.5,235,2274,86,6801,48840,4229,15027,5278,849,1186,1243,3109,1252,7916,3058,19963,2867,17745,4357,915,42800
69372,Kentucky,16,1561,16,0.1,0.9,0.1,3.2,23.5,2.4,8.4,3.6,0.5,0.7,0.8,1.9,0.8,5.0,2.6,10.1,1.5,9.2,2.3,1.0,21.4,212,1780,102,6265,46449,4660,16616,7082,1042,1356,1554,3857,1588,9944,5110,19933,3037,18259,4571,1916,42370
47321,Kentucky,17,1248,17,0.1,0.9,0.1,3.2,23.5,2.4,8.4,3.6,0.5,0.7,0.8,1.9,0.8,5.0,2.6,10.1,1.5,9.2,2.3,1.0,21.4,212,1780,102,6265,46449,4660,16616,7082,1042,1356,1554,3857,1588,9944,5110,19933,3037,18259,4571,1916,42370
53738,Kentucky,18,883,18,0.1,0.9,0.1,3.2,23.5,2.4,8.4,3.6,0.5,0.7,0.8,1.9,0.8,5.0,2.6,10.1,1.5,9.2,2.3,1.0,21.4,212,1780,102,6265,46449,4660,16616,7082,1042,1356,1554,3857,1588,9944,5110,19933,3037,18259,4571,1916,42370
43013,Kentucky,19,1133,19,0.1,0.9,0.1,3.2,23.5,2.4,8.4,3.6,0.5,0.7,0.8,1.9,0.8,5.0,2.6,10.1,1.5,9.2,2.3,1.0,21.4,212,1780,102,6265,46449,4660,16616,7082,1042,1356,1554,3857,1588,9944,5110,19933,3037,18259,4571,1916,42370
40733,Kentucky,20,1583,20,0.2,1.0,0.1,3.7,15.9,2.4,8.3,3.6,0.7,0.9,0.9,2.3,0.7,6.3,3.6,10.5,1.9,10.8,2.5,1.0,22.4,288,1803,125,6348,27382,4165,14386,6289,1173,1603,1569,3977,1235,10876,6219,18159,3251,18622,4232,1795,38647
37650,Kentucky,21,1158,21,0.2,1.0,0.1,3.7,15.9,2.4,8.3,3.6,0.7,0.9,0.9,2.3,0.7,6.3,3.6,10.5,1.9,10.8,2.5,1.0,22.4,288,1803,125,6348,27382,4165,14386,6289,1173,1603,1569,3977,1235,10876,6219,18159,3251,18622,4232,1795,38647
24846,Kentucky,22,1185,22,0.2,1.0,0.1,3.7,15.9,2.4,8.3,3.6,0.7,0.9,0.9,2.3,0.7,6.3,3.6,10.5,1.9,10.8,2.5,1.0,22.4,288,1803,125,6348,27382,4165,14386,6289,1173,1603,1569,3977,1235,10876,6219,18159,3251,18622,4232,1795,38647
30640,Kentucky,23,1537,23,0.2,1.0,0.1,3.7,15.9,2.4,8.3,3.6,0.7,0.9,0.9,2.3,0.7,6.3,3.6,10.5,1.9,10.8,2.5,1.0,22.4,288,1803,125,6348,27382,4165,14386,6289,1173,1603,1569,3977,1235,10876,6219,18159,3251,18622,4232,1795,38647
1878,Louisiana,1,0,1,2.4,2.3,0.3,20.9,7.9,2.7,7.9,3.9,1.2,1.7,1.9,4.3,0.4,9.5,1.9,9.8,1.3,7.2,2.3,1.8,6.0,317,296,35,2726,1039,359,1029,506,158,225,248,557,57,1238,251,1286,174,940,298,236,780
2058,Louisiana,2,0,2,2.4,2.3,0.3,20.9,7.9,2.7,7.9,3.9,1.2,1.7,1.9,4.3,0.4,9.5,1.9,9.8,1.3,7.2,2.3,1.8,6.0,317,296,35,2726,1039,359,1029,506,158,225,248,557,57,1238,251,1286,174,940,298,236,780
1805,Louisiana,3,0,3,2.4,2.4,0.3,20.7,8.2,3.1,8.0,3.9,1.3,2.0,1.8,4.8,0.5,9.6,1.7,9.6,1.3,6.3,2.2,1.6,6.0,304,301,37,2612,1033,394,1005,496,158,248,224,609,62,1207,215,1217,169,801,274,205,759
1739,Louisiana,4,0,4,2.4,2.4,0.3,20.7,8.2,3.1,8.0,3.9,1.3,2.0,1.8,4.8,0.5,9.6,1.7,9.6,1.3,6.3,2.2,1.6,6.0,304,301,37,2612,1033,394,1005,496,158,248,224,609,62,1207,215,1217,169,801,274,205,759
1798,Louisiana,5,0,5,2.4,2.4,0.3,20.7,8.2,3.1,8.0,3.9,1.3,2.0,1.8,4.8,0.5,9.6,1.7,9.6,1.3,6.3,2.2,1.6,6.0,304,301,37,2612,1033,394,1005,496,158,248,224,609,62,1207,215,1217,169,801,274,205,759
1509,Louisiana,6,0,6,2.4,2.4,0.3,20.7,8.2,3.1,8.0,3.9,1.3,2.0,1.8,4.8,0.5,9.6,1.7,9.6,1.3,6.3,2.2,1.6,6.0,304,301,37,2612,1033,394,1005,496,158,248,224,609,62,1207,215,1217,169,801,274,205,759
1698,Louisiana,7,0,7,2.2,2.4,0.2,20.7,8.0,2.9,7.6,4.0,1.4,2.1,1.8,5.7,0.5,9.7,1.9,9.2,1.4,6.3,2.2,1.8,5.8,269,295,27,2548,981,356,942,498,167,254,220,708,57,1189,238,1139,173,782,270,226,713
2255,Louisiana,8,77,8,2.2,2.4,0.2,20.7,8.0,2.9,7.6,4.0,1.4,2.1,1.8,5.7,0.5,9.7,1.9,9.2,1.4,6.3,2.2,1.8,5.8,269,295,27,2548,981,356,942,498,167,254,220,708,57,1189,238,1139,173,782,270,226,713
72438,Louisiana,9,686,9,2.2,2.4,0.2,20.7,8.0,2.9,7.6,4.0,1.4,2.1,1.8,5.7,0.5,9.7,1.9,9.2,1.4,6.3,2.2,1.8,5.8,269,295,27,2548,981,356,942,498,167,254,220,708,57,1189,238,1139,173,782,270,226,713
97400,Louisiana,10,2552,10,2.2,2.4,0.2,20.7,8.0,2.9,7.6,4.0,1.4,2.1,1.8,5.7,0.5,9.7,1.9,9.2,1.4,6.3,2.2,1.8,5.8,269,295,27,2548,981,356,942,498,167,254,220,708,57,1189,238,1139,173,782,270,226,713
100621,Louisiana,11,9181,11,0.5,1.3,0.1,9.3,4.0,2.1,11.1,3.3,1.5,0.7,1.7,3.0,0.6,6.0,2.8,11.7,5.2,24.6,5.9,0.8,3.3,1358,3740,257,27604,11884,6254,32727,9775,4569,2210,4990,9003,1872,17771,8187,34585,15337,72714,17601,2423,9840
79653,Louisiana,12,7518,12,0.5,1.3,0.1,9.3,4.0,2.1,11.1,3.3,1.5,0.7,1.7,3.0,0.6,6.0,2.8,11.7,5.2,24.6,5.9,0.8,3.3,1358,3740,257,27604,11884,6254,32727,9775,4569,2210,4990,9003,1872,17771,8187,34585,15337,72714,17601,2423,9840
91923,Louisiana,13,3566,13,0.5,1.3,0.1,9.3,4.0,2.1,11.1,3.3,1.5,0.7,1.7,3.0,0.6,6.0,2.8,11.7,5.2,24.6,5.9,0.8,3.3,1358,3740,257,27604,11884,6254,32727,9775,4569,2210,4990,9003,1872,17771,8187,34585,15337,72714,17601,2423,9840
66141,Louisiana,14,2932,14,0.5,1.3,0.1,9.3,4.0,2.1,11.1,3.3,1.5,0.7,1.7,3.0,0.6,6.0,2.8,11.7,5.2,24.6,5.9,0.8,3.3,1358,3740,257,27604,11884,6254,32727,9775,4569,2210,4990,9003,1872,17771,8187,34585,15337,72714,17601,2423,9840
50941,Louisiana,15,2628,15,0.5,1.3,0.1,9.3,4.0,2.1,11.1,3.3,1.5,0.7,1.7,3.0,0.6,6.0,2.8,11.7,5.2,24.6,5.9,0.8,3.3,1358,3740,257,27604,11884,6254,32727,9775,4569,2210,4990,9003,1872,17771,8187,34585,15337,72714,17601,2423,9840
40125,Louisiana,16,2277,16,0.3,1.7,0.1,9.5,4.1,2.2,11.4,3.4,1.6,0.9,1.5,3.1,0.6,6.8,2.9,10.5,4.8,24.8,4.6,1.1,3.7,1071,5510,369,30460,13159,7101,36413,11029,4975,2801,4960,9776,1945,21857,9368,33489,15504,79288,14796,3394,11692
28545,Louisiana,17,2700,17,0.3,1.7,0.1,9.5,4.1,2.2,11.4,3.4,1.6,0.9,1.5,3.1,0.6,6.8,2.9,10.5,4.8,24.8,4.6,1.1,3.7,1071,5510,369,30460,13159,7101,36413,11029,4975,2801,4960,9776,1945,21857,9368,33489,15504,79288,14796,3394,11692
23961,Louisiana,18,2808,18,0.3,1.7,0.1,9.5,4.1,2.2,11.4,3.4,1.6,0.9,1.5,3.1,0.6,6.8,2.9,10.5,4.8,24.8,4.6,1.1,3.7,1071,5510,369,30460,13159,7101,36413,11029,4975,2801,4960,9776,1945,21857,9368,33489,15504,79288,14796,3394,11692
19334,Louisiana,19,2652,19,0.3,1.7,0.1,9.5,4.1,2.2,11.4,3.4,1.6,0.9,1.5,3.1,0.6,6.8,2.9,10.5,4.8,24.8,4.6,1.1,3.7,1071,5510,369,30460,13159,7101,36413,11029,4975,2801,4960,9776,1945,21857,9368,33489,15504,79288,14796,3394,11692
21879,Louisiana,20,2909,20,0.3,1.9,0.1,10.0,4.5,2.4,10.6,3.9,1.6,0.9,1.6,3.1,0.6,7.3,3.4,10.3,3.8,24.4,3.9,1.2,3.8,991,5781,389,29740,13300,7044,31641,11531,4865,2772,4743,9210,1784,21859,10088,30607,11388,72665,11687,3508,11422
23122,Louisiana,21,3797,21,0.3,1.9,0.1,10.0,4.5,2.4,10.6,3.9,1.6,0.9,1.6,3.1,0.6,7.3,3.4,10.3,3.8,24.4,3.9,1.2,3.8,991,5781,389,29740,13300,7044,31641,11531,4865,2772,4743,9210,1784,21859,10088,30607,11388,72665,11687,3508,11422
19524,Louisiana,22,3102,22,0.3,1.9,0.1,10.0,4.5,2.4,10.6,3.9,1.6,0.9,1.6,3.1,0.6,7.3,3.4,10.3,3.8,24.4,3.9,1.2,3.8,991,5781,389,29740,13300,7044,31641,11531,4865,2772,4743,9210,1784,21859,10088,30607,11388,72665,11687,3508,11422
21976,Louisiana,23,5384,23,0.3,1.9,0.1,10.0,4.5,2.4,10.6,3.9,1.6,0.9,1.6,3.1,0.6,7.3,3.4,10.3,3.8,24.4,3.9,1.2,3.8,991,5781,389,29740,13300,7044,31641,11531,4865,2772,4743,9210,1784,21859,10088,30607,11388,72665,11687,3508,11422
944,Maine,1,0,1,2.1,0.2,0.2,19.1,9.5,3.5,8.8,2.9,1.0,1.7,1.2,2.8,0.4,10.1,1.3,5.1,2.4,16.5,2.0,1.5,5.7,174,21,15,1609,800,292,744,241,81,139,103,235,32,853,107,429,203,1386,168,130,481
881,Maine,2,0,2,2.1,0.2,0.2,19.1,9.5,3.5,8.8,2.9,1.0,1.7,1.2,2.8,0.4,10.1,1.3,5.1,2.4,16.5,2.0,1.5,5.7,174,21,15,1609,800,292,744,241,81,139,103,235,32,853,107,429,203,1386,168,130,481
702,Maine,3,0,3,2.2,0.3,0.2,21.1,9.3,3.7,9.3,2.7,0.7,1.7,1.2,2.9,0.4,10.3,1.3,4.8,1.8,14.8,1.8,1.6,5.8,185,26,15,1806,795,315,794,233,64,144,103,248,31,886,108,415,157,1271,158,134,497
790,Maine,4,0,4,2.2,0.3,0.2,21.1,9.3,3.7,9.3,2.7,0.7,1.7,1.2,2.9,0.4,10.3,1.3,4.8,1.8,14.8,1.8,1.6,5.8,185,26,15,1806,795,315,794,233,64,144,103,248,31,886,108,415,157,1271,158,134,497
737,Maine,5,0,5,2.2,0.3,0.2,21.1,9.3,3.7,9.3,2.7,0.7,1.7,1.2,2.9,0.4,10.3,1.3,4.8,1.8,14.8,1.8,1.6,5.8,185,26,15,1806,795,315,794,233,64,144,103,248,31,886,108,415,157,1271,158,134,497
862,Maine,6,0,6,2.2,0.3,0.2,21.1,9.3,3.7,9.3,2.7,0.7,1.7,1.2,2.9,0.4,10.3,1.3,4.8,1.8,14.8,1.8,1.6,5.8,185,26,15,1806,795,315,794,233,64,144,103,248,31,886,108,415,157,1271,158,134,497
715,Maine,7,0,7,2.3,0.2,0.1,20.9,9.1,3.6,10.3,3.1,0.9,1.7,1.1,3.0,0.3,9.7,1.2,5.4,1.8,14.3,2.0,1.4,5.3,192,20,10,1716,745,297,842,252,72,139,92,243,25,794,101,442,145,1176,165,115,436
634,Maine,8,3,8,2.3,0.2,0.1,20.9,9.1,3.6,10.3,3.1,0.9,1.7,1.1,3.0,0.3,9.7,1.2,5.4,1.8,14.3,2.0,1.4,5.3,192,20,10,1716,745,297,842,252,72,139,92,243,25,794,101,442,145,1176,165,115,436
21459,Maine,9,67,9,2.3,0.2,0.1,20.9,9.1,3.6,10.3,3.1,0.9,1.7,1.1,3.0,0.3,9.7,1.2,5.4,1.8,14.3,2.0,1.4,5.3,192,20,10,1716,745,297,842,252,72,139,92,243,25,794,101,442,145,1176,165,115,436
23770,Maine,10,141,10,2.3,0.2,0.1,20.9,9.1,3.6,10.3,3.1,0.9,1.7,1.1,3.0,0.3,9.7,1.2,5.4,1.8,14.3,2.0,1.4,5.3,192,20,10,1716,745,297,842,252,72,139,92,243,25,794,101,442,145,1176,165,115,436
30910,Maine,11,245,11,1.3,0.0,0.0,5.2,9.6,2.4,15.4,1.9,0.7,0.8,0.9,2.3,0.2,4.1,2.4,15.5,2.8,23.8,4.6,0.8,3.8,1009,29,32,3938,7190,1825,11550,1424,552,612,693,1721,157,3085,1796,11680,2085,17867,3479,569,2830
13488,Maine,12,160,12,1.3,0.0,0.0,5.2,9.6,2.4,15.4,1.9,0.7,0.8,0.9,2.3,0.2,4.1,2.4,15.5,2.8,23.8,4.6,0.8,3.8,1009,29,32,3938,7190,1825,11550,1424,552,612,693,1721,157,3085,1796,11680,2085,17867,3479,569,2830
11769,Maine,13,231,13,1.3,0.0,0.0,5.2,9.6,2.4,15.4,1.9,0.7,0.8,0.9,2.3,0.2,4.1,2.4,15.5,2.8,23.8,4.6,0.8,3.8,1009,29,32,3938,7190,1825,11550,1424,552,612,693,1721,157,3085,1796,11680,2085,17867,3479,569,2830
7661,Maine,14,118,14,1.3,0.0,0.0,5.2,9.6,2.4,15.4,1.9,0.7,0.8,0.9,2.3,0.2,4.1,2.4,15.5,2.8,23.8,4.6,0.8,3.8,1009,29,32,3938,7190,1825,11550,1424,552,612,693,1721,157,3085,1796,11680,2085,17867,3479,569,2830
6993,Maine,15,188,15,1.3,0.0,0.0,5.2,9.6,2.4,15.4,1.9,0.7,0.8,0.9,2.3,0.2,4.1,2.4,15.5,2.8,23.8,4.6,0.8,3.8,1009,29,32,3938,7190,1825,11550,1424,552,612,693,1721,157,3085,1796,11680,2085,17867,3479,569,2830
5579,Maine,16,255,16,1.2,0.0,0.2,4.3,7.2,2.8,14.9,2.2,1.0,1.4,1.2,3.5,0.3,4.6,3.6,14.7,2.5,20.7,3.6,1.5,7.4,1199,29,219,4313,7299,2814,15057,2207,983,1426,1246,3568,300,4632,3678,14869,2563,20960,3603,1498,7436
4726,Maine,17,240,17,1.2,0.0,0.2,4.3,7.2,2.8,14.9,2.2,1.0,1.4,1.2,3.5,0.3,4.6,3.6,14.7,2.5,20.7,3.6,1.5,7.4,1199,29,219,4313,7299,2814,15057,2207,983,1426,1246,3568,300,4632,3678,14869,2563,20960,3603,1498,7436
16667,Maine,18,365,18,1.2,0.0,0.2,4.3,7.2,2.8,14.9,2.2,1.0,1.4,1.2,3.5,0.3,4.6,3.6,14.7,2.5,20.7,3.6,1.5,7.4,1199,29,219,4313,7299,2814,15057,2207,983,1426,1246,3568,300,4632,3678,14869,2563,20960,3603,1498,7436
11151,Maine,19,269,19,1.2,0.0,0.2,4.3,7.2,2.8,14.9,2.2,1.0,1.4,1.2,3.5,0.3,4.6,3.6,14.7,2.5,20.7,3.6,1.5,7.4,1199,29,219,4313,7299,2814,15057,2207,983,1426,1246,3568,300,4632,3678,14869,2563,20960,3603,1498,7436
3117,Maine,20,242,20,1.3,0.0,0.1,3.7,7.2,2.6,14.7,2.8,1.0,1.3,1.1,3.1,0.3,4.7,4.1,13.2,2.9,24.9,4.0,1.1,4.6,867,17,64,2384,4691,1724,9569,1815,644,877,707,1990,167,3093,2685,8593,1919,16206,2580,713,2998
3013,Maine,21,233,21,1.3,0.0,0.1,3.7,7.2,2.6,14.7,2.8,1.0,1.3,1.1,3.1,0.3,4.7,4.1,13.2,2.9,24.9,4.0,1.1,4.6,867,17,64,2384,4691,1724,9569,1815,644,877,707,1990,167,3093,2685,8593,1919,16206,2580,713,2998
2911,Maine,22,181,22,1.3,0.0,0.1,3.7,7.2,2.6,14.7,2.8,1.0,1.3,1.1,3.1,0.3,4.7,4.1,13.2,2.9,24.9,4.0,1.1,4.6,867,17,64,2384,4691,1724,9569,1815,644,877,707,1990,167,3093,2685,8593,1919,16206,2580,713,2998
3119,Maine,23,216,23,1.3,0.0,0.1,3.7,7.2,2.6,14.7,2.8,1.0,1.3,1.1,3.1,0.3,4.7,4.1,13.2,2.9,24.9,4.0,1.1,4.6,867,17,64,2384,4691,1724,9569,1815,644,877,707,1990,167,3093,2685,8593,1919,16206,2580,713,2998
3283,Maryland,1,0,1,0.6,0.1,0.1,15.3,1.0,3.5,2.9,2.0,0.9,1.9,1.8,6.5,0.3,14.1,2.3,6.3,2.5,9.0,2.2,2.3,23.7,173,25,37,4483,306,1017,860,600,279,549,527,1912,89,4144,681,1865,733,2648,659,672,6957
3203,Maryland,2,0,2,0.6,0.1,0.1,15.3,1.0,3.5,2.9,2.0,0.9,1.9,1.8,6.5,0.3,14.1,2.3,6.3,2.5,9.0,2.2,2.3,23.7,173,25,37,4483,306,1017,860,600,279,549,527,1912,89,4144,681,1865,733,2648,659,672,6957
3150,Maryland,3,0,3,0.5,0.1,0.1,15.8,1.1,2.9,3.0,2.1,0.9,1.9,1.8,6.2,0.4,13.6,2.1,6.1,2.4,7.8,2.3,2.2,26.4,133,27,31,4617,310,834,868,623,273,547,529,1821,103,3977,600,1794,700,2273,669,636,7730
3048,Maryland,4,0,4,0.5,0.1,0.1,15.8,1.1,2.9,3.0,2.1,0.9,1.9,1.8,6.2,0.4,13.6,2.1,6.1,2.4,7.8,2.3,2.2,26.4,133,27,31,4617,310,834,868,623,273,547,529,1821,103,3977,600,1794,700,2273,669,636,7730
2700,Maryland,5,0,5,0.5,0.1,0.1,15.8,1.1,2.9,3.0,2.1,0.9,1.9,1.8,6.2,0.4,13.6,2.1,6.1,2.4,7.8,2.3,2.2,26.4,133,27,31,4617,310,834,868,623,273,547,529,1821,103,3977,600,1794,700,2273,669,636,7730
2626,Maryland,6,0,6,0.5,0.1,0.1,15.8,1.1,2.9,3.0,2.1,0.9,1.9,1.8,6.2,0.4,13.6,2.1,6.1,2.4,7.8,2.3,2.2,26.4,133,27,31,4617,310,834,868,623,273,547,529,1821,103,3977,600,1794,700,2273,669,636,7730
2675,Maryland,7,3,7,0.2,0.0,0.1,9.9,0.8,3.3,2.9,4.8,1.1,1.6,1.8,5.1,0.3,10.0,3.5,8.1,3.3,25.4,4.4,4.0,9.2,72,16,33,4240,350,1425,1238,2067,452,689,762,2176,127,4284,1508,3442,1395,10845,1896,1722,3928
3864,Maryland,8,24,8,0.2,0.0,0.1,9.9,0.8,3.3,2.9,4.8,1.1,1.6,1.8,5.1,0.3,10.0,3.5,8.1,3.3,25.4,4.4,4.0,9.2,72,16,33,4240,350,1425,1238,2067,452,689,762,2176,127,4284,1508,3442,1395,10845,1896,1722,3928
42982,Maryland,9,166,9,0.2,0.0,0.1,9.9,0.8,3.3,2.9,4.8,1.1,1.6,1.8,5.1,0.3,10.0,3.5,8.1,3.3,25.4,4.4,4.0,9.2,72,16,33,4240,350,1425,1238,2067,452,689,762,2176,127,4284,1508,3442,1395,10845,1896,1722,3928
85377,Maryland,10,802,10,0.2,0.0,0.1,9.9,0.8,3.3,2.9,4.8,1.1,1.6,1.8,5.1,0.3,10.0,3.5,8.1,3.3,25.4,4.4,4.0,9.2,72,16,33,4240,350,1425,1238,2067,452,689,762,2176,127,4284,1508,3442,1395,10845,1896,1722,3928
109653,Maryland,11,2130,11,0.1,0.0,0.1,5.5,0.8,3.2,5.1,2.4,0.8,0.9,1.5,3.7,0.9,6.8,3.4,13.9,4.1,19.4,7.1,1.1,19.2,180,42,119,12306,1760,7101,11555,5435,1807,1950,3270,8328,2066,15315,7724,31121,9142,43547,15869,2405,43190
63235,Maryland,12,4569,12,0.1,0.0,0.1,5.5,0.8,3.2,5.1,2.4,0.8,0.9,1.5,3.7,0.9,6.8,3.4,13.9,4.1,19.4,7.1,1.1,19.2,180,42,119,12306,1760,7101,11555,5435,1807,1950,3270,8328,2066,15315,7724,31121,9142,43547,15869,2405,43190
48570,Maryland,13,4632,13,0.1,0.0,0.1,5.5,0.8,3.2,5.1,2.4,0.8,0.9,1.5,3.7,0.9,6.8,3.4,13.9,4.1,19.4,7.1,1.1,19.2,180,42,119,12306,1760,7101,11555,5435,1807,1950,3270,8328,2066,15315,7724,31121,9142,43547,15869,2405,43190
37995,Maryland,14,5440,14,0.1,0.0,0.1,5.5,0.8,3.2,5.1,2.4,0.8,0.9,1.5,3.7,0.9,6.8,3.4,13.9,4.1,19.4,7.1,1.1,19.2,180,42,119,12306,1760,7101,11555,5435,1807,1950,3270,8328,2066,15315,7724,31121,9142,43547,15869,2405,43190
63305,Maryland,15,6707,15,0.1,0.0,0.1,5.5,0.8,3.2,5.1,2.4,0.8,0.9,1.5,3.7,0.9,6.8,3.4,13.9,4.1,19.4,7.1,1.1,19.2,180,42,119,12306,1760,7101,11555,5435,1807,1950,3270,8328,2066,15315,7724,31121,9142,43547,15869,2405,43190
45664,Maryland,16,7061,16,0.1,0.0,0.0,4.3,0.7,2.9,5.0,2.3,0.9,0.9,1.4,3.5,1.1,6.6,3.8,10.3,4.0,18.4,6.0,1.1,26.6,173,43,116,11096,1719,7499,12824,5944,2367,2191,3525,8861,2687,16831,9744,26174,10302,46921,15249,2933,67811
35346,Maryland,17,6434,17,0.1,0.0,0.0,4.3,0.7,2.9,5.0,2.3,0.9,0.9,1.4,3.5,1.1,6.6,3.8,10.3,4.0,18.4,6.0,1.1,26.6,173,43,116,11096,1719,7499,12824,5944,2367,2191,3525,8861,2687,16831,9744,26174,10302,46921,15249,2933,67811
34048,Maryland,18,7527,18,0.1,0.0,0.0,4.3,0.7,2.9,5.0,2.3,0.9,0.9,1.4,3.5,1.1,6.6,3.8,10.3,4.0,18.4,6.0,1.1,26.6,173,43,116,11096,1719,7499,12824,5944,2367,2191,3525,8861,2687,16831,9744,26174,10302,46921,15249,2933,67811
31967,Maryland,19,6520,19,0.1,0.0,0.0,4.3,0.7,2.9,5.0,2.3,0.9,0.9,1.4,3.5,1.1,6.6,3.8,10.3,4.0,18.4,6.0,1.1,26.6,173,43,116,11096,1719,7499,12824,5944,2367,2191,3525,8861,2687,16831,9744,26174,10302,46921,15249,2933,67811
41695,Maryland,20,5467,20,0.0,0.0,0.0,3.5,0.5,2.4,3.4,2.4,0.8,0.7,1.2,3.0,0.9,5.6,4.0,7.8,3.0,14.3,3.9,1.0,41.4,111,33,86,8505,1245,5904,8294,5834,2010,1802,2848,7354,2271,13575,9685,18966,7401,34773,9547,2552,100908
23465,Maryland,21,3823,21,0.0,0.0,0.0,3.5,0.5,2.4,3.4,2.4,0.8,0.7,1.2,3.0,0.9,5.6,4.0,7.8,3.0,14.3,3.9,1.0,41.4,111,33,86,8505,1245,5904,8294,5834,2010,1802,2848,7354,2271,13575,9685,18966,7401,34773,9547,2552,100908
32583,Maryland,22,2651,22,0.0,0.0,0.0,3.5,0.5,2.4,3.4,2.4,0.8,0.7,1.2,3.0,0.9,5.6,4.0,7.8,3.0,14.3,3.9,1.0,41.4,111,33,86,8505,1245,5904,8294,5834,2010,1802,2848,7354,2271,13575,9685,18966,7401,34773,9547,2552,100908
22628,Maryland,23,2494,23,0.0,0.0,0.0,3.5,0.5,2.4,3.4,2.4,0.8,0.7,1.2,3.0,0.9,5.6,4.0,7.8,3.0,14.3,3.9,1.0,41.4,111,33,86,8505,1245,5904,8294,5834,2010,1802,2848,7354,2271,13575,9685,18966,7401,34773,9547,2552,100908
6022,Massachusetts,1,0,1,1.4,0.3,0.2,21.6,6.0,3.3,6.9,2.8,1.7,2.5,1.5,6.9,0.5,14.7,1.4,6.0,3.6,8.7,4.5,1.5,2.7,980,198,144,14894,4169,2262,4754,1935,1161,1711,1027,4742,352,10138,955,4109,2501,5971,3098,1041,1898
